Dataset XOR

Mejor accuracy: 1.0
Hay 112 clasificadores con el mismo accuracy
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0009244202344850484718')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00082412234043520785235')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00082412234043520785235')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00082412234043520785235')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00082412234043520785235')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.008706357984390136641')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.008706357984390136641')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.008706357984390136641')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.008706357984390136641')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.000574694410653426024')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.000574694410653426024')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.000574694410653426024')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.000574694410653426024')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.05204906288875691528')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.05204906288875691528')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.05204906288875691528')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.05204906288875691528')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0010002588733707364752')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0010002588733707364752')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0010002588733707364752')}
{'Dataset': 'XOR', 'Initialization': 'Xavier', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0010002588733707364752')}
{'Dataset': 'XOR', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.07455191003795318361')}
{'Dataset': 'XOR', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.07455191003795318361')}
{'Dataset': 'XOR', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.07455191003795318361')}
{'Dataset': 'XOR', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 32, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.07455191003795318361')}
{'Dataset': 'XOR', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0008669379356473800426')}
{'Dataset': 'XOR', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0008669379356473800426')}
{'Dataset': 'XOR', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0008669379356473800426')}
{'Dataset': 'XOR', 'Initialization': 'Normal distribution', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0008669379356473800426')}
{'Dataset': 'XOR', 'Initialization': 'Normal distribution', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.021541853173762580541')}
{'Dataset': 'XOR', 'Initialization': 'Normal distribution', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.021541853173762580541')}
{'Dataset': 'XOR', 'Initialization': 'Normal distribution', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.021541853173762580541')}
{'Dataset': 'XOR', 'Initialization': 'Normal distribution', 'Normalization': 'Ninguna', 'Activation': 'Sigmoid', 'Input-size': 2, 'Output-size': 1, 'Hidden-layer-size': 128, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.021541853173762580541')}
Dataset Iris

Mejor accuracy: 1.0
Hay 264 clasificadores con el mismo accuracy
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0015620343649324747202')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0014542251250858597148')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0010222698162968535253')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00097380162210501163974')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00013308102672031491983')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00013117489204502800124')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('7.4582362434891161765e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('6.9719020250499072716e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.3722269814849591713e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.4422459418975833616e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.3184570196125529519e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 2, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.2348742182197843992e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0011808076715760034978')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0010618145254809556923')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0005355704354314458432')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00047402465689468105767')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00010755856680177347947')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.000103285233135539663016')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('4.0932450407487614685e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('3.46687316634502521e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.8117283655223987212e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.8567312885815924577e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('7.1187526348988297847e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 4, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('6.022127667030645293e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00021920722853233850606')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00027561280296697018163')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0002810633849895717512')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.0003307771715813671592')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.38039663600416956174e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.6390311163785510398e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.7421204348746734898e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.3518915147750944718e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.3240001531229691153e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.387489532554544803e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.5928053249512579752e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 8, 'Learning-rate': 0.5, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('3.846047399066998554e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.01, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00035522663497663262835')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.01, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00018007022818475599133')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.01, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00017398307803881676548')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.01, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('0.00020391282741360646183')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.1, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('3.7640764341391022168e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.1, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.5617187281903709498e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.1, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.488358755454295021e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.1, 'Batch-size': 64, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('1.8235303716727135464e-05')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.5, 'Batch-size': 8, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('7.3622194594049412085e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.5, 'Batch-size': 16, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.7245506809351281104e-06')}
{'Dataset': 'Iris', 'Initialization': 'Xavier', 'Normalization': 'Z-score', 'Activation': 'Sigmoid', 'Input-size': 4, 'Output-size': 1, 'Hidden-layer-size': 16, 'Learning-rate': 0.5, 'Batch-size': 32, 'Epochs': 2000, 'Accuracy': np.float64(1.0), 'Last-error': np.longdouble('2.6431288861902701631e-06')}
